YBL011W	SCT1	4	4
YBL012C	YBL012C	0	0
YBL013W	FMT1	0	0
YBL014C	RRN6	0	0
YBL015W	ACH1	0	0
YBL016W	FUS3	0	0
YBL017C	PEP1	2	2
YBL018C	POP8	2	2
YBL019W	APN2	0	0
YBL020W	RFT1	0	0
YBL021C	HAP3	0	0
YBL022C	PIM1	11	11
YBL023C	MCM2	0	0
YBL024W	NCL1	11	11
YBL025W	RRN10	0	0
YBL026W	LSM2	0	0
YBL027W	RPL19B	92	92
YBL028C	YBL028C	5	5
YBL029C-A	YBL029C-A	0	0
YBL029W	YBL029W	0	0
YBL030C	PET9	6	6
YBL031W	SHE1	1	1
YBL032W	HEK2	7	7
YBL033C	RIB1	1	1
YBL034C	STU1	2	2
YBL035C	POL12	2	2
YBL036C	YBL036C	1	1
YBL037W	APL3	3	3
YBL038W	MRPL16	3	3
YBL039C	URA7	6	6
YBL039C-A	YBL039C-A	0	0
YBL039W-B	YBL039W-B	0	0
YBL040C	ERD2	0	0
YBL041W	PRE7	9	9
YBL042C	FUI1	4	4
YBL043W	ECM13	0	0
YBL044W	YBL044W	0	0
YBL045C	COR1	3	3
YBL046W	PSY4	2	2
YBL047C	EDE1	6	6
YBL048W	YBL048W	0	0
YBL049W	MOH1	0	0
YBL050W	SEC17	1	1
YBL051C	PIN4	6	6
YBL052C	SAS3	2	2
YBL053W	YBL053W	0	0
YBL054W	YBL054W	0	0
YBL055C	YBL055C	0	0
YBL056W	PTC3	7	7
YBL057C	PTH2	5	5
YBL058W	SHP1	5	5
YBL059C-A	YBL059C-A	4	4
YBL059W	YBL059W	0	0
YBL060W	YEL1	1	1
YBL061C	SKT5	2	2
YBL062W	YBL062W	0	0
YBL063W	KIP1	2	2
YBL064C	PRX1	1	1
YBL065W	YBL065W	0	0
YBL066C	SEF1	0	0
YBL067C	UBP13	4	4
YBL068W	PRS4	1	1
YBL068W-A	YBL068W-A	0	0
YBL069W	AST1	1	1
YBL070C	YBL070C	0	0
YBL071C	YBL071C	0	0
YBL071C-B	YBL071C-B	0	0
YBL071W-A	KTI11	4	4
YBL072C	RPS8A	24	24
YBL073W	YBL073W	0	0
YBL074C	AAR2	0	0
YBL075C	SSA3	0	0
YBL076C	ILS1	18	18
YBL077W	YBL077W	0	0
YBL078C	ATG8	1	1
YBL079W	NUP170	2	2
YBL080C	PET112	0	0
YBL081W	YBL081W	3	3
YBL082C	ALG3	0	0
YBL083C	YBL083C	0	0
YBL084C	CDC27	0	0
YBL085W	BOI1	2	2
YBL086C	YBL086C	4	4
YBL087C	RPL23A	6	6
YBL088C	TEL1	2	2
YBL089W	AVT5	1	1
YBL090W	MRP21	2	2
YBL091C	MAP2	2	2
YBL091C-A	SCS22	0	0
YBL092W	RPL32	30	30
YBL093C	ROX3	1	1
YBL094C	YBL094C	0	0
YBL095W	YBL095W	2	2
YBL096C	YBL096C	0	0
YBL097W	BRN1	2	2
YBL098W	BNA4	1	1
YBL099W	ATP1	3	3
YBL100C	YBL100C	0	0
YBL100W-A	YBL100W-A	0	0
YBL100W-B	YBL100W-B	1	1
YBL100W-C	YBL100W-C	0	0
YBL101C	ECM21	2	2
YBL102W	SFT2	1	1
YBL103C	RTG3	0	0
YBL104C	YBL104C	3	3
YBL105C	PKC1	5	5
YBL106C	SRO77	1	1
YBL107C	YBL107C	4	4
YBL107W-A	YBL107W-A	0	0
YBL108C-A	PAU9	0	0
YBL108W	YBL108W	0	0
YBL109W	YBL109W	0	0
YBL111C	YBL111C	0	0
YBL112C	YBL112C	0	0
YBL113C	YBL113C	2	2
YBL113W-A	YBL113W-A	0	0
YBR001C	NTH2	3	3
YBR002C	RER2	0	0
YBR003W	COQ1	3	3
YBR004C	GPI18	1	1
YBR005W	RCR1	0	0
YBR006W	UGA2	0	0
YBR007C	DSF2	3	3
YBR008C	FLR1	0	0
YBR009C	HHF1	23	23
YBR010W	HHT1	16	16
YBR011C	IPP1	17	17
YBR012C	YBR012C	0	0
YBR012W-A	YBR012W-A	0	0
YBR012W-B	YBR012W-B	7	7
YBR013C	YBR013C	0	0
YBR014C	GRX6	1	1
YBR015C	MNN2	5	5
YBR016W	YBR016W	0	0
YBR017C	KAP104	4	4
YBR018C	GAL7	0	0
YBR019C	GAL10	0	0
YBR020W	GAL1	0	0
YBR021W	FUR4	0	0
YBR022W	POA1	3	3
YBR023C	CHS3	2	2
YBR024W	SCO2	1	1
YBR025C	OLA1	17	17
YBR026C	ETR1	0	0
YBR027C	YBR027C	0	0
YBR028C	YBR028C	3	3
YBR029C	CDS1	3	3
YBR030W	YBR030W	0	0
YBR031W	RPL4A	65	65
YBR032W	YBR032W	0	0
YBR033W	EDS1	0	0
YBR034C	HMT1	4	4
YBR035C	PDX3	2	2
YBR036C	CSG2	2	2
YBR037C	SCO1	1	1
YBR038W	CHS2	2	2
YBR039W	ATP3	10	10
YBR040W	FIG1	0	0
YBR041W	FAT1	1	1
YBR042C	CST26	0	0
YBR043C	QDR3	1	1
YBR044C	TCM62	0	0
YBR045C	GIP1	0	0
YBR046C	ZTA1	1	1
YBR047W	FMP23	0	0
YBR048W	RPS11B	36	36
YBR049C	REB1	9	9
YBR050C	REG2	0	0
YBR051W	YBR051W	0	0
YBR052C	RFS1	4	4
YBR053C	YBR053C	2	2
YBR054W	YRO2	2	2
YBR055C	PRP6	1	1
YBR056C-B	YBR056C-B	0	0
YBR056W	YBR056W	3	3
YBR056W-A	YBR056W-A	0	0
YBR057C	MUM2	3	3
YBR058C	UBP14	1	1
YBR058C-A	TSC3	0	0
YBR059C	AKL1	4	4
YBR060C	ORC2	6	6
YBR061C	TRM7	2	2
YBR062C	YBR062C	0	0
YBR063C	YBR063C	1	1
YBR064W	YBR064W	0	0
YBR065C	ECM2	0	0
YBR066C	NRG2	1	1
YBR067C	TIP1	0	0
YBR068C	BAP2	2	2
YBR069C	TAT1	1	1
YBR070C	ALG14	0	0
YBR071W	YBR071W	1	1
YBR072C-A	YBR072C-A	0	0
YBR072W	HSP26	0	0
YBR073W	RDH54	0	0
YBR074W	YBR074W	5	5
YBR076C-A	YBR076C-A	0	0
YBR076W	ECM8	0	0
YBR077C	SLM4	0	0
YBR078W	ECM33	12	12
YBR079C	RPG1	7	7
YBR080C	SEC18	1	1
YBR081C	SPT7	1	1
YBR082C	UBC4	10	10
YBR083W	TEC1	1	1
YBR084C-A	RPL19A	56	56
YBR084W	MIS1	16	16
YBR085C-A	YBR085C-A	0	0
YBR085W	AAC3	1	1
YBR086C	IST2	8	8
YBR087W	RFC5	1	1
YBR088C	POL30	2	2
YBR089C-A	NHP6B	0	0
YBR089W	YBR089W	0	0
YBR090C	YBR090C	0	0
YBR091C	MRS5	0	0
YBR092C	PHO3	0	0
YBR093C	PHO5	0	0
YBR094W	PBY1	4	4
YBR095C	RXT2	2	2
YBR096W	YBR096W	0	0
YBR097W	VPS15	0	0
YBR098W	MMS4	0	0
YBR099C	YBR099C	0	0
YBR101C	FES1	3	3
YBR102C	EXO84	1	1
YBR103C-A	YBR103C-A	0	0
YBR103W	SIF2	1	1
YBR104W	YMC2	0	0
YBR105C	VID24	5	5
YBR106W	PHO88	8	8
YBR107C	IML3	0	0
YBR108W	YBR108W	1	1
YBR109C	CMD1	8	8
YBR109W-A	YBR109W-A	0	0
YBR110W	ALG1	2	2
YBR111C	YSA1	4	4
YBR111W-A	SUS1	0	0
YBR112C	CYC8	6	6
YBR113W	YBR113W	0	0
YBR114W	RAD16	1	1
YBR115C	LYS2	4	4
YBR116C	YBR116C	0	0
YBR117C	TKL2	0	0
YBR118W	TEF2	143	143
YBR119W	MUD1	1	1
YBR120C	CBP6	1	1
YBR121C	GRS1	12	12
YBR121C-A	YBR121C-A	0	0
YBR122C	MRPL36	4	4
YBR123C	TFC1	6	6
YBR124W	YBR124W	0	0
YBR125C	PTC4	0	0
YBR126C	TPS1	6	6
YBR126W-A	YBR126W-A	13	13
YBR126W-B	YBR126W-B	0	0
YBR127C	VMA2	24	24
YBR128C	ATG14	0	0
YBR129C	OPY1	0	0
YBR130C	SHE3	0	0
YBR131C-A	YBR131C-A	0	0
YBR131W	CCZ1	0	0
YBR132C	AGP2	0	0
YBR133C	HSL7	2	2
YBR134W	YBR134W	0	0
YBR135W	CKS1	0	0
YBR136W	MEC1	1	1
YBR137W	YBR137W	1	1
YBR138C	YBR138C	2	2
YBR139W	YBR139W	1	1
YBR140C	IRA1	2	2
YBR141C	YBR141C	0	0
YBR141W-A	YBR141W-A	0	0
YBR142W	MAK5	9	9
YBR143C	SUP45	8	8
YBR144C	YBR144C	0	0
YBR145W	ADH5	0	0
YBR146W	MRPS9	1	1
YBR147W	YBR147W	0	0
YBR148W	YSW1	0	0
YBR149W	ARA1	7	7
YBR150C	TBS1	0	0
YBR151W	APD1	2	2
YBR152W	SPP381	2	2
YBR153W	RIB7	0	0
YBR154C	RPB5	6	6
YBR155W	CNS1	12	12
YBR156C	SLI15	1	1
YBR157C	ICS2	0	0
YBR158W	AMN1	0	0
YBR159W	IFA38	4	4
YBR160W	CDC28	3	3
YBR161W	CSH1	0	0
YBR162C	TOS1	8	8
YBR162W-A	YSY6	2	2
YBR163W	DEM1	1	1
YBR164C	ARL1	3	3
YBR165W	UBS1	1	1
YBR166C	TYR1	0	0
YBR167C	POP7	0	0
YBR168W	PEX32	1	1
YBR169C	SSE2	1	1
YBR170C	NPL4	4	4
YBR171W	SEC66	1	1
YBR172C	SMY2	14	14
YBR173C	UMP1	3	3
YBR174C	YBR174C	0	0
YBR175W	SWD3	3	3
YBR176W	ECM31	0	0
YBR177C	EHT1	1	1
YBR178W	YBR178W	0	0
YBR179C	FZO1	0	0
YBR180W	DTR1	0	0
YBR181C	RPS6B	5	5
YBR182C	SMP1	0	0
YBR182C-A	YBR182C-A	0	0
YBR183W	YPC1	0	0
YBR184W	YBR184W	0	0
YBR185C	MBA1	0	0
YBR186W	PCH2	0	0
YBR187W	GDT1	2	2
YBR188C	NTC20	2	2
YBR189W	RPS9B	227	227
YBR190W	YBR190W	0	0
YBR191W	RPL21A	10	10
YBR191W-A	YBR191W-A	0	0
YBR192W	RIM2	3	3
YBR193C	MED8	1	1
YBR194W	SOY1	0	0
YBR195C	MSI1	0	0
YBR196C	PGI1	28	28
YBR196C-A	YBR196C-A	0	0
YBR196C-B	YBR196C-B	0	0
YBR197C	YBR197C	1	1
YBR198C	TAF5	3	3
YBR199W	KTR4	6	6
YBR200W	BEM1	0	0
YBR200W-A	YBR200W-A	0	0
YBR201C-A	YBR201C-A	0	0
YBR201W	DER1	1	1
YBR202W	MCM7	3	3
YBR203W	COS111	1	1
YBR204C	YBR204C	1	1
YBR205W	KTR3	1	1
YBR206W	YBR206W	0	0
YBR207W	FTH1	0	0
YBR208C	DUR1%2C2	2	2
YBR209W	YBR209W	0	0
YBR210W	ERV15	0	0
YBR211C	AME1	3	3
YBR212W	NGR1	1	1
YBR213W	MET8	0	0
YBR214W	SDS24	0	0
YBR215W	HPC2	1	1
YBR216C	YBP1	1	1
YBR217W	ATG12	1	1
YBR218C	PYC2	5	5
YBR219C	YBR219C	0	0
YBR220C	YBR220C	1	1
YBR221C	PDB1	4	4
YBR221W-A	YBR221W-A	0	0
YBR222C	PCS60	0	0
YBR223C	TDP1	0	0
YBR223W-A	YBR223W-A	0	0
YBR224W	YBR224W	0	0
YBR225W	YBR225W	0	0
YBR226C	YBR226C	0	0
YBR227C	MCX1	3	3
YBR228W	SLX1	0	0
YBR229C	ROT2	2	2
YBR230C	OM14	1	1
YBR230W-A	YBR230W-A	0	0
YBR231C	SWC5	0	0
YBR232C	YBR232C	0	0
YBR233W	PBP2	1	1
YBR233W-A	DAD3	2	2
YBR234C	ARC40	0	0
YBR235W	YBR235W	4	4
YBR236C	ABD1	2	2
YBR237W	PRP5	0	0
YBR238C	YBR238C	2	2
YBR239C	YBR239C	2	2
YBR240C	THI2	0	0
YBR241C	YBR241C	0	0
YBR242W	YBR242W	2	2
YBR243C	ALG7	2	2
YBR244W	GPX2	2	2
YBR245C	ISW1	11	11
YBR246W	YBR246W	1	1
YBR247C	ENP1	12	12
YBR248C	HIS7	1	1
YBR249C	ARO4	6	6
YBR250W	SPO23	0	0
YBR251W	MRPS5	1	1
YBR252W	DUT1	6	6
YBR253W	SRB6	2	2
YBR254C	TRS20	0	0
YBR255C-A	YBR255C-A	0	0
YBR255W	YBR255W	2	2
YBR256C	RIB5	1	1
YBR257W	POP4	1	1
YBR258C	SHG1	0	0
YBR259W	YBR259W	0	0
YBR260C	RGD1	1	1
YBR261C	YBR261C	1	1
YBR262C	FMP51	2	2
YBR263W	SHM1	4	4
YBR264C	YPT10	0	0
YBR265W	TSC10	2	2
YBR266C	SLM6	0	0
YBR267W	REI1	3	3
YBR268W	MRPL37	5	5
YBR269C	FMP21	0	0
YBR270C	BIT2	2	2
YBR271W	YBR271W	3	3
YBR272C	HSM3	1	1
YBR273C	UBX7	0	0
YBR274W	CHK1	1	1
YBR275C	RIF1	8	8
YBR276C	PPS1	1	1
YBR277C	YBR277C	0	0
YBR278W	DPB3	0	0
YBR279W	PAF1	9	9
YBR280C	SAF1	1	1
YBR281C	DUG2	0	0
YBR282W	MRPL27	0	0
YBR283C	SSH1	5	5
YBR284W	YBR284W	0	0
YBR285W	YBR285W	0	0
YBR286W	APE3	14	14
YBR287W	ZSP1	2	2
YBR288C	APM3	0	0
YBR289W	SNF5	2	2
YBR290W	BSD2	2	2
YBR291C	CTP1	1	1
YBR292C	YBR292C	0	0
YBR293W	VBA2	1	1
YBR294W	SUL1	0	0
YBR295W	PCA1	0	0
YBR296C	PHO89	0	0
YBR296C-A	YBR296C-A	0	0
YBR297W	MAL33	0	0
YBR298C	MAL31	3	3
YBR298C-A	YBR298C-A	0	0
YBR299W	MAL32	0	0
YBR300C	YBR300C	0	0
YBR301W	DAN3	0	0
YBR302C	COS2	1	1
YCL001W	RER1	4	4
YCL001W-A	YCL001W-A	0	0
YCL001W-B	YCL001W-B	0	0
YCL002C	YCL002C	0	0
YCL004W	PGS1	0	0
YCL005W	LDB16	0	0
YCL005W-A	VMA9	0	0
YCL007C	YCL007C	0	0
YCL008C	STP22	1	1
YCL009C	ILV6	6	6
YCL010C	SGF29	0	0
YCL011C	GBP2	16	16
YCL012C	YCL012C	0	0
YCL014W	BUD3	2	2
YCL016C	DCC1	0	0
YCL017C	NFS1	4	4
YCL018W	LEU2	1	1
YCL019W	YCL019W	4	4
YCL020W	YCL020W	0	0
YCL021W-A	YCL021W-A	0	0
YCL022C	YCL022C	0	0
YCL023C	YCL023C	0	0
YCL024W	KCC4	1	1
YCL025C	AGP1	3	3
YCL026C-A	FRM2	0	0
YCL026C-B	HBN1	0	0
YCL027W	FUS1	0	0
YCL028W	RNQ1	6	6
YCL029C	BIK1	3	3
YCL030C	HIS4	9	9
YCL031C	RRP7	1	1
YCL032W	STE50	4	4
YCL033C	YCL033C	1	1
YCL034W	LSB5	1	1
YCL035C	GRX1	1	1
YCL036W	GFD2	0	0
YCL037C	SRO9	0	0
YCL038C	ATG22	0	0
YCL039W	GID7	0	0
YCL040W	GLK1	5	5
YCL041C	YCL041C	1	1
YCL042W	YCL042W	1	1
YCL043C	PDI1	14	14
YCL044C	MGR1	0	0
YCL045C	YCL045C	4	4
YCL046W	YCL046W	0	0
YCL047C	YCL047C	0	0
YCL048W	SPS22	0	0
YCL048W-A	YCL048W-A	0	0
YCL049C	YCL049C	1	1
YCL050C	APA1	6	6
YCL051W	LRE1	1	1
YCL052C	PBN1	4	4
YCL054W	SPB1	13	13
YCL055W	KAR4	0	0
YCL056C	YCL056C	0	0
YCL057C-A	YCL057C-A	1	1
YCL057W	PRD1	15	15
YCL058C	FYV5	0	0
YCL058W-A	YCL058W-A	4	4
YCL059C	KRR1	3	3
YCL061C	MRC1	1	1
YCL063W	VAC17	3	3
YCL064C	CHA1	6	6
YCL065W	YCL065W	0	0
YCL066W	HMLALPHA1	0	0
YCL067C	HMLALPHA2	0	0
YCL068C	YCL068C	0	0
YCL069W	VBA3	0	0
YCL073C	YCL073C	0	0
YCL074W		0	0
YCL075W		0	0
YCL076W	YCL076W	0	0
YCR001W	YCR001W	0	0
YCR002C	CDC10	4	4
YCR003W	MRPL32	6	6
YCR004C	YCP4	1	1
YCR005C	CIT2	1	1
YCR006C	YCR006C	0	0
YCR007C	YCR007C	0	0
YCR008W	SAT4	1	1
YCR009C	RVS161	5	5
YCR010C	ADY2	0	0
YCR011C	ADP1	5	5
YCR012W	PGK1	27	27
YCR013C	YCR013C	0	0
YCR014C	POL4	0	0
YCR015C	YCR015C	1	1
YCR016W	YCR016W	7	7
YCR017C	CWH43	4	4
YCR018C	SRD1	0	0
YCR018C-A	YCR018C-A	0	0
YCR019W	MAK32	0	0
YCR020C	PET18	0	0
YCR020C-A	MAK31	2	2
YCR020W-B	HTL1	1	1
YCR021C	HSP30	3	3
YCR022C	YCR022C	0	0
YCR023C	YCR023C	3	3
YCR024C	SLM5	1	1
YCR024C-A	PMP1	1	1
YCR024C-B	YCR024C-B	1	1
YCR025C	YCR025C	0	0
YCR026C	NPP1	5	5
YCR027C	RHB1	0	0
YCR028C	FEN2	1	1
YCR028C-A	RIM1	3	3
YCR030C	SYP1	6	6
YCR031C	RPS14A	3	3
YCR032W	BPH1	0	0
YCR033W	SNT1	3	3
YCR034W	FEN1	1	1
YCR035C	RRP43	0	0
YCR036W	RBK1	1	1
YCR037C	PHO87	1	1
YCR038C	BUD5	0	0
YCR038W-A	YCR038W-A	0	0
YCR039C	MATALPHA2	3	3
YCR040W	MATALPHA1	0	0
YCR041W	YCR041W	0	0
YCR042C	TAF2	4	4
YCR043C	YCR043C	0	0
YCR044C	PER1	1	1
YCR045C	YCR045C	0	0
YCR045W-A	YCR045W-A	0	0
YCR046C	IMG1	0	0
YCR047C	BUD23	0	0
YCR047W-A	YCR047W-A	0	0
YCR048W	ARE1	1	1
YCR049C	YCR049C	0	0
YCR050C	YCR050C	0	0
YCR051W	YCR051W	1	1
YCR052W	RSC6	3	3
YCR053W	THR4	15	15
YCR054C	CTR86	1	1
YCR057C	PWP2	5	5
YCR059C	YIH1	0	0
YCR060W	TAH1	0	0
YCR061W	YCR061W	0	0
YCR063W	BUD31	0	0
YCR064C	YCR064C	0	0
YCR065W	HCM1	5	5
YCR066W	RAD18	2	2
YCR067C	SED4	7	7
YCR068W	ATG15	0	0
YCR069W	CPR4	0	0
YCR071C	IMG2	0	0
YCR072C	RSA4	3	3
YCR073C	SSK22	2	2
YCR073W-A	SOL2	0	0
YCR075C	ERS1	0	0
YCR075W-A	YCR075W-A	0	0
YCR076C	YCR076C	0	0
YCR077C	PAT1	4	4
YCR079W	PTC6	0	0
YCR081C-A	YCR081C-A	0	0
YCR081W	SRB8	2	2
YCR082W	AHC2	4	4
YCR083W	TRX3	1	1
YCR084C	TUP1	13	13
YCR085W	YCR085W	0	0
YCR086W	CSM1	1	1
YCR087C-A	LUG1	2	2
YCR087W	YCR087W	0	0
YCR088W	ABP1	9	9
YCR089W	FIG2	0	0
YCR090C	YCR090C	0	0
YCR091W	KIN82	0	0
YCR092C	MSH3	2	2
YCR093W	CDC39	5	5
YCR094W	CDC50	1	1
YCR095C	OCA4	2	2
YCR095W-A	YCR095W-A	0	0
YCR096C	HMRA2	0	0
YCR097W	HMRA1	2	2
YCR097W-A	YCR097W-A	0	0
YCR098C	GIT1	0	0
YCR099C	YCR099C	0	0
YCR100C	YCR100C	0	0
YCR101C	YCR101C	0	0
YCR102C	YCR102C	0	0
YCR102W-A	YCR102W-A	0	0
YCR104W	PAU3	0	0
YCR105W	ADH7	0	0
YCR106W	RDS1	0	0
YCR107W	AAD3	1	1
YCR108C	YCR108C	0	0
YDL001W	RMD1	0	0
YDL002C	NHP10	4	4
YDL003W	MCD1	4	4
YDL004W	ATP16	1	1
YDL005C	MED2	2	2
YDL006W	PTC1	0	0
YDL007C-A	YDL007C-A	0	0
YDL007W	RPT2	5	5
YDL008W	APC11	0	0
YDL009C	YDL009C	0	0
YDL010W	GRX7	2	2
YDL011C	YDL011C	0	0
YDL012C	YDL012C	1	1
YDL013W	SLX5	0	0
YDL014W	NOP1	15	15
YDL015C	TSC13	3	3
YDL016C	YDL016C	0	0
YDL017W	CDC7	1	1
YDL018C	ERP3	2	2
YDL019C	OSH2	3	3
YDL020C	RPN4	3	3
YDL021W	GPM2	2	2
YDL022C-A	YDL022C-A	0	0
YDL022W	GPD1	2	2
YDL023C	YDL023C	0	0
YDL024C	DIA3	0	0
YDL025C	YDL025C	0	0
YDL025W-A	YDL025W-A	0	0
YDL026W	YDL026W	0	0
YDL027C	YDL027C	1	1
YDL028C	MPS1	0	0
YDL029W	ARP2	2	2
YDL030W	PRP9	2	2
YDL031W	DBP10	2	2
YDL032W	YDL032W	0	0
YDL033C	SLM3	1	1
YDL034W	YDL034W	0	0
YDL035C	GPR1	2	2
YDL036C	PUS9	1	1
YDL037C	BSC1	0	0
YDL038C	YDL038C	3	3
YDL039C	PRM7	0	0
YDL040C	NAT1	6	6
YDL041W	YDL041W	0	0
YDL042C	SIR2	2	2
YDL043C	PRP11	1	1
YDL044C	MTF2	0	0
YDL045C	FAD1	0	0
YDL045W-A	MRP10	2	2
YDL046W	NPC2	5	5
YDL047W	SIT4	1	1
YDL048C	STP4	1	1
YDL049C	KNH1	0	0
YDL050C	YDL050C	0	0
YDL051W	LHP1	6	6
YDL052C	SLC1	8	8
YDL053C	PBP4	2	2
YDL054C	MCH1	1	1
YDL055C	PSA1	42	42
YDL056W	MBP1	1	1
YDL057W	YDL057W	0	0
YDL058W	USO1	10	10
YDL059C	RAD59	0	0
YDL060W	TSR1	7	7
YDL061C	RPS29B	7	7
YDL062W	YDL062W	0	0
YDL063C	YDL063C	2	2
YDL064W	UBC9	0	0
YDL065C	PEX19	2	2
YDL066W	IDP1	5	5
YDL067C	COX9	0	0
YDL068W	YDL068W	0	0
YDL069C	CBS1	0	0
YDL070W	BDF2	7	7
YDL071C	YDL071C	0	0
YDL072C	YET3	5	5
YDL073W	YDL073W	1	1
